Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
50259,172.16.0.5-192.168.50.1-37508-55828-17,172.16.0.5,37508,192.168.50.1,55828,17,36:57.6,1,2,0,738,0,369,369,369,0,0,0,0,0,7.38E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,369,369,369,0,0,0,0,0,0,0,0,0,0,0,553.5,369,0,-2,0,0,0,0,0,0,2,738,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
68295,172.16.0.5-192.168.50.1-34853-13028-17,172.16.0.5,34853,192.168.50.1,13028,17,36:57.6,1,2,0,802,0,401,401,401,0,0,0,0,0,8.02E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,-2,0,0,0,0,0,0,2,802,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
38580,172.16.0.5-192.168.50.1-37598-52986-17,172.16.0.5,37598,192.168.50.1,52986,17,36:57.6,1,2,0,778,0,389,389,389,0,0,0,0,0,7.78E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,389,389,389,0,0,0,0,0,0,0,0,0,0,0,583.5,389,0,-2,0,0,0,0,0,0,2,778,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
53981,172.16.0.5-192.168.50.1-50416-2574-17,172.16.0.5,50416,192.168.50.1,2574,17,36:57.6,0,2,0,750,0,375,375,375,0,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,-2,0,0,0,0,0,0,2,750,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
17793,172.16.0.5-192.168.50.1-48676-20150-17,172.16.0.5,48676,192.168.50.1,20150,17,36:57.6,110073,4,0,1446,0,393,330,361.5,36.37306696,0,0,0,0,13136.73653,36.33952014,36691,63548.94413,110071,1,110073,36691,63548.94413,110071,1,0,0,0,0,0,0,0,0,0,-4,0,36.33952014,0,330,393,355.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,0,444,361.5,0,-4,0,0,0,0,0,0,4,1446,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
17357,172.16.0.5-192.168.50.1-56312-62673-17,172.16.0.5,56312,192.168.50.1,62673,17,36:57.7,108847,4,0,1438,0,389,330,359.5,34.06366588,0,0,0,0,13211.20472,36.74883093,36282.33333,62841.1127,108845,1,108847,36282.33333,62841.1127,108845,1,0,0,0,0,0,0,0,0,0,-4,0,36.74883093,0,330,389,353.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,-4,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
51934,172.16.0.5-192.168.50.1-52979-52336-17,172.16.0.5,52979,192.168.50.1,52336,17,36:57.7,105149,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,13295.41888,38.04125574,35049.66667,60706.0714,105147,1,105149,35049.66667,60706.0714,105147,1,0,0,0,0,0,0,0,0,0,-4,0,38.04125574,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,-4,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
76716,172.16.0.5-192.168.50.1-58824-63028-17,172.16.0.5,58824,192.168.50.1,63028,17,36:57.7,988929,20,0,7242,0,401,321,362.1,30.12762328,0,0,0,0,7323.073749,20.22389878,52048.89474,56365.15844,110851,0,988929,52048.89474,56365.15844,110851,0,0,0,0,0,0,0,0,0,0,-20,0,20.22389878,0,321,401,360.1428571,30.70388528,942.7285714,0,0,0,0,0,0,0,0,0,378.15,362.1,0,-20,0,0,0,0,0,0,20,7242,0,0,-1,-1,19,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
109385,172.16.0.5-192.168.50.1-37566-41937-17,172.16.0.5,37566,192.168.50.1,41937,17,36:57.7,1,2,0,738,0,369,369,369,0,0,0,0,0,7.38E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,369,369,369,0,0,0,0,0,0,0,0,0,0,0,553.5,369,0,-2,0,0,0,0,0,0,2,738,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
30876,172.16.0.5-192.168.50.1-34527-47132-17,172.16.0.5,34527,192.168.50.1,47132,17,36:57.7,106752,4,0,1438,0,389,330,359.5,34.06366588,0,0,0,0,13470.47362,37.47002398,35584,61631.56389,106750,1,106752,35584,61631.56389,106750,1,0,0,0,0,0,0,0,0,0,-4,0,37.47002398,0,330,389,353.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,-4,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
100255,172.16.0.5-192.168.50.1-48829-33681-17,172.16.0.5,48829,192.168.50.1,33681,17,36:57.7,1,2,0,750,0,375,375,375,0,0,0,0,0,7.50E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,-2,0,0,0,0,0,0,2,750,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
25495,172.16.0.5-192.168.50.1-57057-11450-17,172.16.0.5,57057,192.168.50.1,11450,17,36:57.7,1,2,0,802,0,401,401,401,0,0,0,0,0,8.02E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,-2,0,0,0,0,0,0,2,802,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
15448,172.16.0.5-192.168.50.1-42134-36686-17,172.16.0.5,42134,192.168.50.1,36686,17,36:57.7,1,2,0,750,0,375,375,375,0,0,0,0,0,7.50E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,-2,0,0,0,0,0,0,2,750,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
57382,172.16.0.5-192.168.50.1-57453-48658-17,172.16.0.5,57453,192.168.50.1,48658,17,36:57.7,440398,10,0,3744,0,401,330,374.4,25.79922479,0,0,0,0,8501.401005,22.70673345,48933.11111,58039.07225,112752,1,440398,48933.11111,58039.07225,112752,1,0,0,0,0,0,0,0,0,0,-10,0,22.70673345,0,330,401,373.9090909,24.52938868,601.6909091,0,0,0,0,0,0,0,0,0,411.3,374.4,0,-10,0,0,0,0,0,0,10,3744,0,0,-1,-1,9,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
45991,172.16.0.5-192.168.50.1-49128-4449-17,172.16.0.5,49128,192.168.50.1,4449,17,36:57.7,109014,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,12824.04095,36.6925349,36338,62937.53019,109012,1,109014,36338,62937.53019,109012,1,0,0,0,0,0,0,0,0,0,-4,0,36.6925349,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,-4,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
35253,172.16.0.5-192.168.50.1-37565-34218-17,172.16.0.5,37565,192.168.50.1,34218,17,36:57.7,1,2,0,738,0,369,369,369,0,0,0,0,0,7.38E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,369,369,369,0,0,0,0,0,0,0,0,0,0,0,553.5,369,0,-2,0,0,0,0,0,0,2,738,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
66411,172.16.0.5-192.168.50.1-46076-41962-17,172.16.0.5,46076,192.168.50.1,41962,17,36:57.7,1,2,0,778,0,389,389,389,0,0,0,0,0,7.78E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,389,389,389,0,0,0,0,0,0,0,0,0,0,0,583.5,389,0,-2,0,0,0,0,0,0,2,778,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
25163,172.16.0.5-192.168.50.1-56313-45822-17,172.16.0.5,56313,192.168.50.1,45822,17,36:57.7,107770,4,0,1438,0,389,330,359.5,34.06366588,0,0,0,0,13343.23095,37.11608054,35923.33333,62219.30646,107768,1,107770,35923.33333,62219.30646,107768,1,0,0,0,0,0,0,0,0,0,-4,0,37.11608054,0,330,389,353.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,-4,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
2149,172.16.0.5-192.168.50.1-49698-23121-17,172.16.0.5,49698,192.168.50.1,23121,17,36:57.7,329999,8,0,3006,0,401,330,375.75,29.0750261,0,0,0,0,9109.118512,24.2424977,47142.71429,58797.75477,110615,1,329999,47142.71429,58797.75477,110615,1,0,0,0,0,0,0,0,0,0,-8,0,24.2424977,0,330,401,378.5555556,28.46976954,810.5277778,0,0,0,0,0,0,0,0,0,425.875,375.75,0,-8,0,0,0,0,0,0,8,3006,0,0,-1,-1,7,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
38709,172.16.0.5-192.168.50.1-55451-49806-17,172.16.0.5,55451,192.168.50.1,49806,17,36:57.7,109470,4,0,1446,0,393,330,361.5,36.37306696,0,0,0,0,13209.09838,36.53969124,36490,63200.80192,109468,1,109470,36490,63200.80192,109468,1,0,0,0,0,0,0,0,0,0,-4,0,36.53969124,0,330,393,355.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,0,444,361.5,0,-4,0,0,0,0,0,0,4,1446,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
72323,172.16.0.5-192.168.50.1-54047-48289-17,172.16.0.5,54047,192.168.50.1,48289,17,36:57.7,214964,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,9713.254312,27.91165032,42992.8,58863.53337,109400,1,214964,42992.8,58863.53337,109400,1,0,0,0,0,0,0,0,0,0,-6,0,27.91165032,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,-6,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
56410,172.16.0.5-192.168.50.1-52978-1639-17,172.16.0.5,52978,192.168.50.1,1639,17,36:57.7,106036,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,13184.20159,37.72303746,35345.33333,61218.18109,106034,1,106036,35345.33333,61218.18109,106034,1,0,0,0,0,0,0,0,0,0,-4,0,37.72303746,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,-4,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
47322,172.16.0.5-192.168.50.1-49264-61133-17,172.16.0.5,49264,192.168.50.1,61133,17,36:57.7,48,2,0,738,0,369,369,369,0,0,0,0,0,1.54E+07,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,-2,0,41666.66667,0,369,369,369,0,0,0,0,0,0,0,0,0,0,0,553.5,369,0,-2,0,0,0,0,0,0,2,738,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
31257,172.16.0.5-192.168.50.1-37599-18593-17,172.16.0.5,37599,192.168.50.1,18593,17,36:57.7,1,2,0,778,0,389,389,389,0,0,0,0,0,7.78E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,389,389,389,0,0,0,0,0,0,0,0,0,0,0,583.5,389,0,-2,0,0,0,0,0,0,2,778,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
96002,172.16.0.5-192.168.50.1-57846-39496-17,172.16.0.5,57846,192.168.50.1,39496,17,36:57.7,1,2,0,786,0,393,393,393,0,0,0,0,0,7.86E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,393,393,393,0,0,0,0,0,0,0,0,0,0,0,589.5,393,0,-2,0,0,0,0,0,0,2,786,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
93905,172.16.0.5-192.168.50.1-48678-5104-17,172.16.0.5,48678,192.168.50.1,5104,17,36:57.7,109812,4,0,1446,0,393,330,361.5,36.37306696,0,0,0,0,13167.95979,36.42589152,36604,63399.12174,109811,0,109812,36604,63399.12174,109811,0,0,0,0,0,0,0,0,0,0,-4,0,36.42589152,0,330,393,355.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,0,444,361.5,0,-4,0,0,0,0,0,0,4,1446,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
80332,172.16.0.5-192.168.50.1-34372-44123-17,172.16.0.5,34372,192.168.50.1,44123,17,36:57.7,110095,4,0,1544,0,389,383,386,3.464101615,0,0,0,0,14024.25178,36.3322585,36698.33333,63561.64584,110093,1,110095,36698.33333,63561.64584,110093,1,0,0,0,0,0,0,0,0,0,-4,0,36.3322585,0,383,389,386.6,3.286335345,10.8,0,0,0,0,0,0,0,0,0,483.25,386,0,-4,0,0,0,0,0,0,4,1544,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
28652,172.16.0.5-192.168.50.1-60192-2635-17,172.16.0.5,60192,192.168.50.1,2635,17,36:57.7,217016,6,0,2178,0,408,336,363,35.08845964,0,0,0,0,10036.12637,27.64773104,43403.2,59440.65452,109993,0,217016,43403.2,59440.65452,109993,0,0,0,0,0,0,0,0,0,0,-6,0,27.64773104,0,336,408,359.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,419,363,0,-6,0,0,0,0,0,0,6,2178,0,0,-1,-1,5,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
41746,172.16.0.5-192.168.50.1-37567-53258-17,172.16.0.5,37567,192.168.50.1,53258,17,36:57.7,48,2,0,738,0,369,369,369,0,0,0,0,0,1.54E+07,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,-2,0,41666.66667,0,369,369,369,0,0,0,0,0,0,0,0,0,0,0,553.5,369,0,-2,0,0,0,0,0,0,2,738,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
39766,172.16.0.5-192.168.50.1-54048-39847-17,172.16.0.5,54048,192.168.50.1,39847,17,36:57.7,211747,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,9860.824474,28.33570251,42349.4,58025.95146,108842,1,211747,42349.4,58025.95146,108842,1,0,0,0,0,0,0,0,0,0,-6,0,28.33570251,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,-6,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
34309,172.16.0.5-192.168.50.1-43200-21174-17,172.16.0.5,43200,192.168.50.1,21174,17,36:57.7,880993,18,0,6600,0,401,330,366.6666667,28.1717422,0,0,0,0,7491.546471,20.43149038,51823.11765,56659.77685,110848,0,880993,51823.11765,56659.77685,110848,0,0,0,0,0,0,0,0,0,0,-18,0,20.43149038,0,330,401,364.7368421,28.64115552,820.3157895,0,0,0,0,0,0,0,0,0,385,366.6666667,0,-18,0,0,0,0,0,0,18,6600,0,0,-1,-1,17,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
105650,172.16.0.5-192.168.50.1-35089-31986-17,172.16.0.5,35089,192.168.50.1,31986,17,36:57.7,216862,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,9628.242846,27.6673645,43372.4,59399.3164,110015,1,216862,43372.4,59399.3164,110015,1,0,0,0,0,0,0,0,0,0,-6,0,27.6673645,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,-6,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
64863,172.16.0.5-192.168.50.1-47250-50556-17,172.16.0.5,47250,192.168.50.1,50556,17,36:57.7,1,2,0,802,0,401,401,401,0,0,0,0,0,8.02E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,-2,0,0,0,0,0,0,2,802,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
56079,172.16.0.5-192.168.50.1-60953-29544-17,172.16.0.5,60953,192.168.50.1,29544,17,36:57.7,108859,4,0,1438,0,389,330,359.5,34.06366588,0,0,0,0,13209.74839,36.74477994,36286.33333,62848.90693,108858,0,108859,36286.33333,62848.90693,108858,0,0,0,0,0,0,0,0,0,0,-4,0,36.74477994,0,330,389,353.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,-4,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
4139,172.16.0.5-192.168.50.1-55954-27715-17,172.16.0.5,55954,192.168.50.1,27715,17,36:57.7,108715,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,12859.31104,36.79345077,36238.33333,62764.90246,108713,1,108715,36238.33333,62764.90246,108713,1,0,0,0,0,0,0,0,0,0,-4,0,36.79345077,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,-4,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
98991,172.16.0.5-192.168.50.1-57352-9304-17,172.16.0.5,57352,192.168.50.1,9304,17,36:57.7,1,2,0,786,0,393,393,393,0,0,0,0,0,7.86E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,393,393,393,0,0,0,0,0,0,0,0,0,0,0,589.5,393,0,-2,0,0,0,0,0,0,2,786,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
108874,172.16.0.5-192.168.50.1-56476-63829-17,172.16.0.5,56476,192.168.50.1,63829,17,36:57.7,109849,4,0,1446,0,393,330,361.5,36.37306696,0,0,0,0,13163.52447,36.41362234,36616.33333,63419.61767,109847,1,109849,36616.33333,63419.61767,109847,1,0,0,0,0,0,0,0,0,0,-4,0,36.41362234,0,330,393,355.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,0,444,361.5,0,-4,0,0,0,0,0,0,4,1446,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
27078,172.16.0.5-192.168.50.1-41300-46967-17,172.16.0.5,41300,192.168.50.1,46967,17,36:57.7,1,2,0,802,0,401,401,401,0,0,0,0,0,8.02E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,-2,0,0,0,0,0,0,2,802,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
64484,172.16.0.5-192.168.50.1-37640-2810-17,172.16.0.5,37640,192.168.50.1,2810,17,36:57.7,109005,4,0,1438,0,389,330,359.5,34.06366588,0,0,0,0,13192.05541,36.69556442,36335,62932.33404,109003,1,109005,36335,62932.33404,109003,1,0,0,0,0,0,0,0,0,0,-4,0,36.69556442,0,330,389,353.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,-4,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
109229,172.16.0.5-192.168.50.1-34075-64577-17,172.16.0.5,34075,192.168.50.1,64577,17,36:57.7,109653,4,0,1438,0,389,330,359.5,34.06366588,0,0,0,0,13114.09629,36.47871011,36551,63307.32304,109652,0,109653,36551,63307.32304,109652,0,0,0,0,0,0,0,0,0,0,-4,0,36.47871011,0,330,389,353.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,-4,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
64213,172.16.0.5-192.168.50.1-34529-33509-17,172.16.0.5,34529,192.168.50.1,33509,17,36:57.7,105845,4,0,1438,0,389,330,359.5,34.06366588,0,0,0,0,13585.90392,37.79110964,35281.66667,61107.90719,105843,1,105845,35281.66667,61107.90719,105843,1,0,0,0,0,0,0,0,0,0,-4,0,37.79110964,0,330,389,353.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,0,442,359.5,0,-4,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
79787,172.16.0.5-192.168.50.1-54073-32592-17,172.16.0.5,54073,192.168.50.1,32592,17,36:57.7,105107,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,13300.73164,38.05645675,35035.66667,60637.66076,105054,1,105107,35035.66667,60637.66076,105054,1,0,0,0,0,0,0,0,0,0,-4,0,38.05645675,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,-4,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
86270,172.16.0.5-192.168.50.1-35088-34694-17,172.16.0.5,35088,192.168.50.1,34694,17,36:57.7,218388,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,9560.964888,27.47403704,43677.6,59808.99503,110011,1,218388,43677.6,59808.99503,110011,1,0,0,0,0,0,0,0,0,0,-6,0,27.47403704,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,-6,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
94011,172.16.0.5-192.168.50.1-42136-1862-17,172.16.0.5,42136,192.168.50.1,1862,17,36:57.7,1,2,0,750,0,375,375,375,0,0,0,0,0,7.50E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,-2,0,0,0,0,0,0,2,750,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
45591,172.16.0.5-192.168.50.1-33833-18041-17,172.16.0.5,33833,192.168.50.1,18041,17,36:57.7,108936,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,12833.22318,36.71880737,36312,62892.49687,108934,1,108936,36312,62892.49687,108934,1,0,0,0,0,0,0,0,0,0,-4,0,36.71880737,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,-4,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
33991,172.16.0.5-192.168.50.1-42127-10249-17,172.16.0.5,42127,192.168.50.1,10249,17,36:57.7,0,2,0,738,0,369,369,369,0,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,369,369,369,0,0,0,0,0,0,0,0,0,0,0,553.5,369,0,-2,0,0,0,0,0,0,2,738,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
18395,172.16.0.5-192.168.50.1-57901-13907-17,172.16.0.5,57901,192.168.50.1,13907,17,36:57.7,1,2,0,766,0,383,383,383,0,0,0,0,0,7.66E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,-2,0,0,0,0,0,0,2,766,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
7223,172.16.0.5-192.168.50.1-57900-9463-17,172.16.0.5,57900,192.168.50.1,9463,17,36:57.7,1,2,0,766,0,383,383,383,0,0,0,0,0,7.66E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,-2,0,0,0,0,0,0,2,766,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
56613,172.16.0.5-192.168.50.1-55449-31578-17,172.16.0.5,55449,192.168.50.1,31578,17,36:57.7,109259,4,0,1446,0,393,330,361.5,36.37306696,0,0,0,0,13234.60768,36.61025636,36419.66667,63038.2822,109210,1,109259,36419.66667,63038.2822,109210,1,0,0,0,0,0,0,0,0,0,-4,0,36.61025636,0,330,393,355.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,0,444,361.5,0,-4,0,0,0,0,0,0,4,1446,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
38317,172.16.0.5-192.168.50.1-46075-47429-17,172.16.0.5,46075,192.168.50.1,47429,17,36:57.7,0,2,0,778,0,389,389,389,0,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,389,389,389,0,0,0,0,0,0,0,0,0,0,0,583.5,389,0,-2,0,0,0,0,0,0,2,778,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_UDP
